,merged_full_name,transactor_type
286843,committee to elect frank j lafata committee to elect frank j lafata,Organization
286844,cte gus tarraf cte gus tarraf,Organization
286845,friends of emily stivers friends of emily stivers,Organization
286849,kristy pagan leadership fund kristy pagan leadership fund,Organization
286853,dickinson wright pllc political acti dickinson wright pllc political action committee,Organization
286854,the committee to elect troy b daniel the committee to elect troy b daniel 82nd district court judge,Organization
286856,thomas j. allen cte thomas allen thomas j. allen cte thomas allen,Organization
288118,landscape architects of michigan pac landscape architects of michigan pac,Organization
288119,committee to elect martha ptashnik committee to elect martha ptashnik,Organization
288129,mark bernstein for university of mic mark bernstein for university of michigan board of regents,Organization
288136,michigan used beverage container pol michigan used beverage container political action committee,Organization
288137,mi association of theatre owners pol mi association of theatre owners political action committee,Organization
288142,singh pac singh pac,Organization
288144,committee to elect joshua s. eldenbr committee to elect joshua s. eldenbrady-amrhein,Organization
288150,official 9th dist democratic party official 9th district democratic party,Organization
288168,joe hune for state senate joe hune for state senate,Organization
288175,registers for good government registers for good government,Organization
288176,altria group inc political action co altria group inc political action committee,Organization
288181,martin blank for state senate martin blank for state senate,Organization
288191,michigan realtors (superpac) michigan realtors (superpac),Organization
288209,citizens for honest government citizens for honest government,Organization
288216,american federation of state county american federation of state county and municipal employees people,Organization
288221,committee to elect mary hood circuit committee to elect mary hood circuit court judge,Organization
288224,exelon corporation political action exelon corporation political action committee (exelon pac),Organization
288228,friends of nmu friends of northern michigan university,Organization
288232,michigan psychologist political acti michigan psychologist political action comm,Organization
288235,prosperity michigan action fund (sup prosperity michigan action fund (superpac),Organization
288244,committee to elect jim martin committee to elect jim martin,Organization
288247,committee to elect john bizon for st committee to elect john bizon for state representative,Organization
288248,friends of barb anness friends of barb anness,Organization
288274,committee to elect tommy brann for s committee to elect tommy brann for state senate,Organization
288296,michigan planned parenthood votes su michigan planned parenthood votes superpac,Organization
288299,great lakes community investment pac great lakes community investment pac,Organization
288308,james benison for court of appeals james benison for court of appeals,Organization
288320,for our future michigan (superpac) for our future michigan (superpac),Organization
288321,lansing association for human rights lansing association for human rights political action committee,Organization
288324,comm to ban fracking in michigan committee to ban fracking in michigan,Organization
288343,brian calley for governor brian calley for governor,Organization
288373,utica public affairs-michigan educat utica public affairs-michigan education association,Organization
288381,singh for michigan singh for michigan,Organization
288382,singh majority fund singh majority fund,Organization
288389,united parcel service inc pac (upspa united parcel service inc pac (upspac),Organization
288390,bristol myers squibb company politic bristol myers squibb company political action committee,Organization
288392,howrylak victory fund howrylak victory fund,Organization
288411,liberty freedom fund liberty freedom fund,Organization
288419,liberty and justice for all coalitio liberty and justice for all coalition,Organization
288421,stan grot for michigan republicans stan grot for michigan republicans,Organization
288422,greater metropolitan association of greater metropolitan association of realtors (superpac),Organization
288426,committee to elect john michael malo committee to elect john michael malone,Organization
289671,brian williams for state senate brian williams for state senate,Organization
289717,friends of mark ludwig friends of mark ludwig,Organization
289718,committee to elect larry hull committee to elect larry hull,Organization
289719,elect jose flores for mi house of re elect jose flores for mi house of representatives 83rd district,Organization
289720,frank liberati for state senate frank liberati for state senate,Organization
289722,ron kokinda for state rep ron kokinda for state rep,Organization
289724,friends of ken ferguson friends of ken ferguson,Organization
289726,committee to elect tamara mitchell f committee to elect tamara mitchell for state senate,Organization
289729,committee to elect mark zacharda committee to elect mark zacharda,Organization
289730,friends of ksenia milstein friends of ksenia milstein,Organization
289731,our water our democracy our water our democracy,Organization
289732,committee to elect brennen gorman committee to elect brennen gorman,Organization
289735,friends of james sklar friends of james sklar,Organization
289736,paul robert francis 2022 paul robert francis 2022,Organization
289740,committee to elect ryan rank committee to elect ryan rank,Organization
289743,committee to elect betsy coffia committee to elect betsy coffia,Organization
289746,committee to elect marvin cotton jr committee to elect marvin cotton jr,Organization
289747,supporters of john cherry supporters of john cherry,Organization
289750,vote kim nagy committee vote kim nagy committee,Organization
289755,darrin camilleri for state senate darrin camilleri for state senate,Organization
289757,committee to elect madhu anderson committee to elect madhu anderson,Organization
289759,brian begole for state rep brian begole for state rep,Organization
289760,elect seth getz elect seth getz,Organization
289761,alswanson for judge alswanson for judge,Organization
289763,committee to elect alex manwell committee to elect alex manwell,Organization
289766,elect sharon macdonell elect sharon macdonell,Organization
289768,jason rhines for senate jason rhines for senate,Organization
289769,committee to elect neil friske committee to elect neil friske,Organization
289771,committee to elect gary mitchell committee to elect gary mitchell,Organization
289773,friends of hilary dubay friends of hilary dubay,Organization
289774,daylen howard for senate daylen howard for senate,Organization
289775,friends of matt nilson friends of matt nilson,Organization
289776,jeffrey noel for michigan state hous jeffrey noel for michigan state house,Organization
289777,terry j. sabo for state senate terry j. sabo for state senate,Organization
289780,committee to elect michelle smith committee to elect michelle smith,Organization
289781,kevin hertel for state senate kevin hertel for state senate,Organization
289782,committee to elect katybeth davis committee to elect katybeth davis,Organization
289784,committee to elect jonathan scheel committee to elect jonathan scheel,Organization
289788,committee to elect joseph hohler iii committee to elect joseph hohler iii,Organization
289789,service corp international pac service corporation international pac,Organization
289790,committee to elect jay deboyer for s committee to elect jay deboyer for state rep,Organization
289791,committee to elect jordan genso committee to elect jordan genso,Organization
289792,christine e. barnes for state rep co christine e. barnes for state rep committee,Organization
289794,megan cottington heath for circuit c megan cottington heath for circuit court judge,Organization
289798,michael brodsky for michigan michael brodsky for michigan,Organization
289800,thomas albert for state senate thomas albert for state senate,Organization
289801,committee to elect frank j wasung committee to elect frank j wasung,Organization
289803,committee to elect andrew concannon committee to elect andrew concannon circuit court judge,Organization
289804,committee to elect dave prestin committee to elect dave prestin,Organization
289806,friends of john fitzgerald friends of john fitzgerald,Organization
289808,friends to elect kim coonan state re friends to elect kim coonan state representative,Organization
289809,friends of doug wozniak friends of doug wozniak,Organization
289810,committee to elect dr patricia berna committee to elect dr patricia bernard,Organization
289812,bill g schuette for state representa bill g schuette for state representative,Organization
289813,john damoose for state senate john damoose for state senate,Organization
289814,committee to elect michael frazier committee to elect michael frazier,Organization
289817,committee to elect james e johnson j committee to elect james e johnson jr,Organization
289820,committee to elect jenny l. mcneill committee to elect jenny l. mcneill,Organization
289823,kevin s whiteford kevin s whiteford,Organization
289824,gabriel rees for state representativ gabriel rees for state representative,Organization
289825,committee to elect regina williams committee to elect regina williams,Organization
289826,jason kolkema jason kolkema,Organization
289827,friends of brian elder friends of brian elder,Organization
289828,citizens to elect kenyetta dotson fo citizens to elect kenyetta dotson for 69th district state representative,Organization
289829,shadia martini for state representat shadia martini for state representative,Organization
289830,committee to elect john wetzel committee to elect john wetzel,Organization
289832,ken barnard for judge ken barnard for judge,Organization
289833,friends of robyn mccoy friends of robyn mccoy,Organization
289834,committee to elect larry jackson committee to elect larry jackson,Organization
289835,committee to elect debra warren committee to elect debra warren,Organization
289837,friends of rob kull friends of rob kull,Organization
289839,committee to elect danielle c. hall committee to elect danielle c. hall,Organization
289840,friends of joey andrews iv friends of joey andrews iv,Organization
289841,tim kelly for state senate tim kelly for state senate,Organization
289843,friends of jon horford friends of jon horford,Organization
289848,cte alicia st germaine cte alicia st germaine,Organization
289849,rola zarife rola zarife,Organization
289850,friends of penelope tsernoglou friends of penelope tsernoglou,Organization
289851,iron workers local 25 iron workers local 25 state campaign committee,Organization
289853,veronica klinefelt for state senate veronica klinefelt for state senate,Organization
289854,committee to elect dawn weier circui committee to elect dawn weier circuit judge,Organization
289856,christian velasquez for state senate christian velasquez for state senate,Organization
289857,committee to elect austin kreutz committee to elect austin kreutz,Organization
289859,committee to elect brandon davis committee to elect brandon davis,Organization
289860,committee to elect  dale biniecki committee to elect  dale biniecki,Organization
289861,committee to elect gary gerson committee to elect gary gerson,Organization
289862,committe to elect diane schindlbeck committe to elect diane schindlbeck,Organization
289866,committee to elect paul pirrone committee to elect paul pirrone,Organization
289868,tricia dare for oakland county circu tricia dare for oakland county circuit court judge,Organization
289870,denise mentzer for state representat denise mentzer for state representative,Organization
289871,sandy kiesel for state rep sandy kiesel for state rep,Organization
289876,torchio feaster for judge torchio feaster for judge,Organization
289877,michael bosnic for judge michael bosnic for judge,Organization
289878,elect padma kuppa elect padma kuppa,Organization
289880,committee to elect kristen mcdonald committee to elect kristen mcdonald rivet,Organization
289881,friends of kelsey heck wood friends of kelsey heck wood,Organization
289883,friends of emily dievendorf friends of emily dievendorf,Organization
289884,kristina lodovisi kristina lodovisi,Organization
289885,cte brenda richard district court committee to elect brenda richard district court judge,Organization
289886,citizens for joe marino citizens for joe marino,Organization
289887,friends of troy rolling friends of troy rolling,Organization
289889,renewal republican pac renewal republican pac,Organization
289892,david morgan david morgan,Organization
289893,emily bauman for michigan emily bauman for michigan,Organization
289894,aisha m farooqi for state representa aisha m farooqi for state representative,Organization
289895,committee to elect allen wilson for committee to elect allen wilson for state representative,Organization
289897,committee to elect janey lamar for c committee to elect janey lamar for circuit court judge,Organization
289898,committee to elect katie kniss committee to elect katie kniss,Organization
289899,jason hoskins for state representati jason hoskins for state representative,Organization
289900,vote sue shink vote sue shink,Organization
289902,michigan republican party michigan republican party,Organization
289905,committee to elect jack richert committee to elect jack richert,Organization
289909,committee to elect maurice imhoff committee to elect maurice imhoff,Organization
289910,friends of lisa werner friends of lisa werner,Organization
289911,friends of neil oza friends of neil oza,Organization
289912,aaron r gardner for state senate aaron r gardner for state senate,Organization
289913,friends of jamie thompson friends of jamie thompson,Organization
289915,norm shinkle for state representativ norm shinkle for state representative,Organization
289916,friends of matthew bierlein friends of matthew bierlein,Organization
289917,cte samraa luqman cte samraa luqman,Organization
289922,cte joseph aragona cte joseph aragona,Organization
289923,friends of eddie jenkins friends of eddie jenkins,Organization
289927,steven chisholm for state representa steven chisholm for state representative,Organization
289929,friends of joe bellino friends of joe bellino,Organization
289930,jason negri for state representative jason negri for state representative,Organization
289931,committee to elect will bruck committee to elect will bruck,Organization
289932,friends of nicone dragone friends of nicone dragone,Organization
289933,committee to elect brittany dicken f committee to elect brittany dicken for circuit court judge,Organization
289939,solidarity for jimmie wilson jr solidarity for jimmie wilson jr,Organization
289941,friends of jenifer almassy friends of jenifer almassy,Organization
289943,committee to elect lynn afendoulis committee to elect lynn afendoulis,Organization
289945,friends of nicole breadon friends of nicole breadon,Organization
289948,committee to elect cynthia muszynski committee to elect cynthia muszynski for alpena county probate judge,Organization
291305,leadingage michigan pac leadingage michigan pac,Organization
291315,masa pac michigan ambulatory surgery association,Organization
291331,michigan cannabis industry associati michigan cannabis industry association state pac,Organization
291335,perry johnson for governor perry johnson for governor,Organization
291337,turn around wayne county (superpac) turn around wayne county (superpac),Organization
291338,get michigan working again (superpac get michigan working again (superpac),Organization
291339,angelique camfield for circuit court angelique camfield for circuit court judge,Organization
291342,committee to elect maura battersby m committee to elect maura battersby murphy,Organization
291368,committee to elect dewaun e robinson committee to elect dewaun e robinson,Organization
291374,pat miles for attorney general pat miles for attorney general,Organization
291376,william hindle for senate william hindle for senate,Organization
291381,michael warren for justice michael warren for justice,Organization
291382,committee to elect jamie murray committee to elect jamie murray,Organization
291384,friends of david lagrand friends of david lagrand,Organization
291387,friends of cheri hardmon friends of cheri hardmon,Organization
291389,committee to keep renee knake jeffer committee to keep renee knake jefferson msu trustee,Organization
291390,richard bernstein for justice richard bernstein for justice,Organization
291391,keep kyra harris bolden for justice keep kyra harris bolden for justice,Organization
291395,brian zahra for justice brian zahra for justice,Organization
291400,elect amanda siggins elect amanda siggins,Organization
291425,friends of glen miller friends of glen miller,Organization
291449,christina kafkakis christina kafkakis,Organization
291462,committee to elect dale w zorn for committee to elect dale w zorn for representative,Organization
291463,committee to elect ricardo white committee to elect ricardo white,Organization
291475,committee to elect curt vanderwall committee to elect curt vanderwall,Organization
291483,committee to elect jasper martus committee to elect jasper martus,Organization
291487,committee to elect wendy jo watters committee to elect wendy jo watters,Organization
291488,friends of michelle friedman appel friends of michelle friedman appel,Organization
291496,the team and toinu reeves the team and toinu reeves,Organization
291505,cam cavitt for state representative cam cavitt for state representative,Organization
291511,jennifer conlin for state representa jennifer conlin for state representative,Organization
291521,friends of bob howey friends of bob howey,Organization
291530,richard lopez for hd108 richard lopez for hd108,Organization
291532,committee to elect kaleb hudson committee to elect kaleb hudson,Organization
291546,paul hudson for justice paul hudson for justice,Organization
291550,committee to elect charise anderson committee to elect charise anderson,Organization
291553,michigan association of convention a michigan association of convention and visitors bureaus pac,Organization
291581,kelly ann ramsey for judge 2022 kelly ann ramsey for judge 2022,Organization
291583,candicepac candicepac,Organization
291590,western wayne business owners pac western wayne business owners pac,Organization
291591,chang future fund chang future fund,Organization
291592,michigan mises pac michigan mises pac,Organization
291604,constellation energy corporation emp constellation energy corporation employee political action committee,Organization
291611,comm for local empowerment superpac committee for local empowerment (superpac),Organization
291614,keith jones for mi house keith jones for mi house,Organization
291616,committee to re-elect victoria i sha committee to re-elect victoria i shackelford,Organization
291624,general motors company political act general motors company political action committee,Organization
291632,avery d rose for probate judge avery d rose for probate judge,Organization
291634,committee to elect andy griffin committee to elect andy griffin,Organization
291635,morgan cole for 30th circuit court j morgan cole for 30th circuit court judge,Organization
291637,committee to protect voters rights committee to protect voters rights,Organization
291638,committee to elect todd m morgan to committee to elect todd m morgan to 2a district court,Organization
291643,committee to elect penny crider committee to elect penny crider,Organization
291646,committee to elect ken crider committee to elect ken crider,Organization
291651,dennis denno for trustee dennis denno for trustee,Organization
291656,penelope tsernoglou leadership fund penelope tsernoglou leadership fund,Organization
291658,ingham county democratic executive c ingham county democratic executive committee,Organization
291659,amanda j shelton for oakland county amanda j shelton for oakland county circuit court judge,Organization
292947,michigan public transportation actio michigan public transportation action political action committee,Organization
292953,jason woolford for state representat jason woolford for state representative,Organization
292954,voters action committee (superpac) voters action committee (superpac),Organization
292956,michigan families united (superpac) michigan families united (superpac),Organization
292957,take back the michigan senate fund take back the michigan senate fund,Organization
292959,christian horkey christian horkey,Organization
292987,michigan majority michigan majority,Organization
292988,make liberty win superpac make liberty win superpac,Organization
292992,committee to elect greg black committee to elect greg black,Organization
292994,branch county democratic executive c branch county democratic executive committee,Organization
293001,committee to elect harry sawicki committee to elect harry sawicki,Organization
293006,true boards true boards,Organization
293008,committee to elect julie jensen for committee to elect julie jensen for 9th circuit court,Organization
293010,the committee to elect mary a beebe the committee to elect mary a beebe for 82nd district court judge,Organization
293011,friends of sarah may seward friends of sarah may seward,Organization
293015,families who care families who care,Organization
293017,committee to elect gregory stempfle committee to elect gregory stempfle,Organization
293019,committee to retain judge namita sha committee to retain judge namita sharma,Organization
293021,the committee to elect lakena crespo the committee to elect lakena crespo,Organization
293029,committee to elect mark t foster committee to elect mark t foster,Organization
293030,committee to retain judge mark slave committee to retain judge mark slavens,Organization
293035,committee to reelect suzanne faunce committee to reelect suzanne faunce,Organization
293042,republican party of macomb county republican party of macomb county,Organization
293045,committee to elect regina triplett committee to elect regina triplett,Organization
293047,committee to elect robert borer committee to elect robert borer,Organization
293048,john dahlgren for state representati john dahlgren for state representative,Organization
293057,citizens to elect mike aiello for st citizens to elect mike aiello for state representative,Organization
293072,committee to elect craig pappin committee to elect craig pappin,Organization
293074,greater than greater than,Organization
293083,committee to retain judge sima patel committee to retain judge sima patel,Organization
293088,committee to reelect cynthia lane ju committee to reelect cynthia lane judge,Organization
293089,committee to elect tenisha renee yan committee to elect tenisha renee yancey for district court judge,Organization
293091,committee to retain judge teri lynn committee to retain judge teri lynn dennings,Organization
293108,chris wickman for judge chris wickman for judge,Organization
293112,friends of albert mansour friends of albert mansour,Organization
293115,committee to elect anne marie mccart committee to elect anne marie mccarthy for judge,Organization
293124,friends to elect steven m. hyder fir friends to elect steven m. hyder first district court judge,Organization
293129,friends of jerry neyer friends of jerry neyer,Organization
293136,community to elect houston james community to elect houston james,Organization
293140,linda clor for state rep linda clor for state rep,Organization
293145,paul kraus for circuit court judge paul kraus for circuit court judge,Organization
293146,no more time for career politicians no more time for career politicians,Organization
293147,cte julie oneill for judge cte julie oneill for judge,Organization
293160,cte adam sabree cte adam sabree,Organization
293167,protect life committee supporting wo protect life committee supporting women & children,Organization
293175,cte lisa dekryger cte lisa dekryger,Organization
293180,committee to elect robert d crosby j committee to elect robert d crosby judge,Organization
293181,committee to retain judge robert gae committee to retain judge robert gaecke jr,Organization
293183,friends of donni steele friends of donni steele,Organization
294311,kent county democratic party kent county democratic party,Organization
294317,tim golding for state senate tim golding for state senate,Organization
294326,judge michael warren for court of ap judge michael warren for court of appeals,Organization
294337,committee to elect ryan john tetloff committee to elect ryan john tetloff,Organization
294338,committee to elect steven r fox jud committee to elect steven r fox judge,Organization
294342,magellan health pac magellan health pac,Organization
294348,tamara d carlone for state board of tamara d carlone for state board of education,Organization
294350,supportersformoniqueowensforsenate supportersformoniqueowensforsenate,Organization
294354,elect toni mua elect toni mua,Organization
294373,citizens to elect patricia susan fre citizens to elect patricia susan fresard,Organization
294377,mi speech language hearing msha pac michigan speech language hearing association political action committee,Organization
294385,we the parents we the parents,Organization
294386,committee for una hepburn for michig committee for una hepburn for michigan senate,Organization
294395,the people action fund mi the people action fund mi,Organization
294428,committee to elect nicholas christen committee to elect nicholas christensen judge,Organization
294436,michael j mcclory for probate judge michael j mcclory for probate judge,Organization
294482,friends of brian jackson friends of brian jackson,Organization
294499,matthew dawson for michigan matthew dawson for michigan,Organization
294502,progressive democratic womens caucus progressive democratic womens caucus pac,Organization
294503,carrie a rheingans for state represe carrie a rheingans for state representative,Organization
294512,guard our children (superpac) guard our children (superpac),Organization
294516,michigan democratic party senior cau michigan democratic party senior caucus,Organization
294521,somos pac - mi (super pac) somos pac - mi (super pac),Organization
294547,committee to elect velma jean overma committee to elect velma jean overman,Organization
294548,cte lana maria escamilla cte lana maria escamilla,Organization
294550,committee to elect myles w miller fo committee to elect myles w miller for state representative,Organization
294552,genesee county republican party genesee county republican party,Organization
294554,committee to elect aliyah sabree committee to elect aliyah sabree,Organization
294555,committee to elect kelly l. noland 2 committee to elect kelly l. noland 2022,Organization
294556,friends of annie brown friends of annie brown,Organization
294557,mellissa carone for state senate mellissa carone for state senate,Organization
294558,the committee to elect jeffrey lockw the committee to elect jeffrey lockwood,Organization
294559,committee to elect veronica paiz committee to elect veronica paiz,Organization
294560,committee to elect chastity youngblo committee to elect chastity youngblood,Organization
296778,friends of heather cerone friends of heather cerone,Organization
296797,friends to elect steve meckley friends to elect steve meckley,Organization
298555,committee to elect vicki barnett to committee to elect vicki barnett to state senate,Organization
301958,committee to elect virgie ammerman committee to elect virgie ammerman,Organization
301964,committee to reelect marilyn kelly committee to reelect marilyn kelly,Organization
303970,stuart collis for judge stuart collis for judge,Organization
303977,friends of mitchell robinson friends of mitchell robinson,Organization
303979,committee to elect michael behm rege committee to elect michael behm regent,Organization
323853,michigan manufacturers association i michigan manufacturers association impact fund (superpac),Organization
323861,michael balow for msu trustee michael balow for msu trustee,Organization
323863,committee to elect mary cavanagh committee to elect mary cavanagh,Organization
323864,rick wendorf will win msu in 22 rick wendorf will win msu in 22,Organization
323873,lena epstein for michigan regent lena epstein for michigan regent,Organization
325874,committee to elect rafael wolf committee to elect rafael wolf,Organization
325878,committee to elect mary buzuma committee to elect mary buzuma,Organization
325880,citizens to elect monica s. galloway citizens to elect monica s. galloway,Organization
325881,cte pamela pugh cte pamela pugh,Organization
325894,committee to elect earl lackie for m committee to elect earl lackie for mi representative,Organization
326901,committee to elect robert womack committee to elect robert womack,Organization
326903,committee to elect kurt damrow committee to elect kurt damrow,Organization
326906,friends of todd avery friends of todd avery,Organization
326910,michigan fraternal order of police michigan fraternal order of police,Organization
331015,employees of dupont pac dupont de employees of dupont pac dupont de nemours inc.,Organization
331016,policy over party (superpac) policy over party (superpac),Organization
331017,senior living advisory group senior living advisory group,Organization
331024,international association of fire fi international association of fire fighter l1561 pac,Organization
331025,concerned citizens committee (super concerned citizens committee (super pac),Organization
331032,michigan society of hematology and o michigan society of hematology and oncology,Organization
331957,birmingham-bloomfield area democrati birmingham-bloomfield area democratic club,Organization
331961,farbman group pac farbman group pac,Organization
331969,michigan good guys michigan good guys,Organization
342560,michigan for freedom (superpac) michigan for freedom (superpac),Organization
345432,emgage michigan pac (superpac) emgage michigan pac (superpac),Organization
346495,3m company pac 3m company pac,Organization
348247,michigan oil and gas association pac michigan oil and gas association pac,Organization
348250,genesee future fund genesee future fund,Organization
348263,michigan chamber pac iii (superpac) michigan chamber pac iii (superpac),Organization
359074,capa21 capa21,Organization
359075,rebekah warren envision michigan pac rebekah warren envision michigan pac,Organization
359077,the six pac the six pac,Organization
360159,wfp national pac non contribution ac wfp national pac non contribution account,Organization
360164,walled lake citizens for parental ri walled lake citizens for parental rights,Organization
360170,planned parenthood action fund inc p planned parenthood action fund inc pac dba planned parenthood fed pac,Organization
360171,planned parenthood votes (superpac) planned parenthood votes (superpac),Organization
360175,eastside republican club pac eastside republican club political action committee,Organization
361422,committee to elect naomi ludman committee to elect naomi ludman,Organization
363504,the ashley capital pac the ashley capital political action committee,Organization
363515,coalition opposing proposal 3 coalition opposing proposal 3,Organization
364741,michigan association of public emplo michigan association of public employee retirement systems pac,Organization
364742,michigan sierra club independent act michigan sierra club independent action (superpac),Organization
364747,honigman pac honigman pac,Organization
366543,school administrators political acti school administrators political action committee,Organization
367746,united deer farmers of michigan deer united deer farmers of michigan deer pac,Organization
367747,committee to elect shirley stancato committee to elect shirley stancato to wsu board of governors,Organization
371420,the presidential coalition - michiga the presidential coalition - michigan,Organization
371421,old national bank pac old national bank pac,Organization
371423,human rights campaign pac human rights campaign pac,Organization
372431,committee to elect wendy webster jac committee to elect wendy webster jackson state rep,Organization
372433,fight back fund fight back fund,Organization
381629,microsoft corporation stakeholders v microsoft corporation stakeholders voluntary pac,Organization
381630,motorola solutions inc political act motorola solutions inc political action committee,Organization
381636,wells fargo and company employee pac wells fargo and company employee pac,Organization
381637,michigan auto law auto accident at michigan auto law auto accident attorneys,Organization
381646,fund for democratic women fund for democratic women,Organization
381648,committee to elect ron hawkins 2022 committee to elect ron hawkins 2022,Organization
381653,libertarian party of mi exec comm in libertarian party of mi exec comm inc,Organization
381659,michiganworks (superpac) michiganworks (superpac),Organization
381660,miooh fund michigan out of home advocacy fund,Organization
381665,chris martin for east lansing judge chris martin for east lansing judge,Organization
381671,citizens for positive progress citizens for positive progress,Organization
381672,public wise pac public wise pac,Organization
381676,jason morgan majority fund jason morgan majority fund,Organization
381679,working america mi (superpac) working america mi (superpac),Organization
381680,3rd congressional democratic comm 3rd congressional democratic committee,Organization
383453,mi education defense mi education defense,Organization
383461,macomb businesses united macomb businesses united,Organization
383467,koch inc political action committee koch inc political action committee,Organization
383479,lindsey impact fund lindsey impact fund,Organization
383487,hntb holdings ltd political action c hntb holdings ltd political action committee michigan,Organization
383489,fund for michigans future fund for michigans future,Organization
383496,wm good government superpac wm good government superpac,Organization
385169,aecom pac aecom pac,Organization
385180,borton leadership borton leadership,Organization
385208,wont back down pac (superpac) wont back down pac (superpac),Organization
385210,asphalt pavement association of mi p asphalt pavement association of mi pac,Organization
386386,harris leadership fund harris leadership fund,Organization
387847,national association of chain drug s national association of chain drug stores political action committee,Organization
387850,bank of america corporation state an bank of america corporation state and federal pac michigan,Organization
387851,small business for a better michigan small business for a better michigan,Organization
387853,gina majority fund gina majority fund,Organization
387855,michigan pray michigan pray,Organization
391389,safe accessible fair elections michi safe accessible fair elections michigan (superpac),Organization
391396,committee to elect ron l. haywood committee to elect ron l. haywood,Organization
397087,international association of fire fi international association of fire fighters,Organization
402526,capitol affairs pac capitol affairs pac,Organization
402528,namic pac namic pac,Organization
402536,daga michigan people's lawyer projec daga michigan people's lawyer project (superpac),Organization
402537,tech for campaigns (super pac) tech for campaigns (super pac),Organization
403200,pac 9 gop pac 9 gop,Organization
403201,dga victory fund dga victory fund,Organization
405230,philpac philpac,Organization
405231,mcdonald hopkins llc pac mcdonald hopkins llc pac,Organization
405232,traverseconnect pac traverseconnect pac,Organization
406818,vision for victory vision for victory,Organization
406821,sap america inc pac sap america inc pac,Organization
406822,lakeshore leaders fund lakeshore leaders fund,Organization
416371,templar baker group pac templar baker group pac,Organization
416372,hate wont win pac hate wont win pac,Organization
416376,american fed of state county and mun american fed of state county and municipal employees for mi (superpac),Organization
416377,protect the people pac (superpac) protect the people pac (superpac),Organization
417477,amos oneal leadership pac amos oneal leadership pac,Organization
417478,will snyder majority fund will snyder majority fund,Organization
417484,citizens for energy sovereignty citizens for energy sovereignty,Organization
418510,movement voter pac mi movement voter pac mi,Organization
419787,mi dental hygienists pac mdh pac michigan dental hygienists political action committee,Organization
419788,friends of matt hall pac friends of matt hall pac,Organization
424010,central michigan conservative leader central michigan conservative leadership,Organization
424012,clean wave (superpac) clean wave (superpac),Organization
424965,womens political committee womens political committee,Organization
426056,mi leaders of tomorrow mi leaders of tomorrow,Organization
426058,12th congressional district democrat 12th congressional district democrats,Organization
426060,jane fonda climate pac jane fonda climate pac,Organization
426061,the lincoln project (super pac) the lincoln project (super pac),Organization
426063,moveon.org political action moveon.org political action,Organization
427982,mission first people always pac mission first people always pac,Organization
427984,citizens advancing student education citizens advancing student education,Organization
427986,sister district project sister district project,Organization
427991,integrity first macomb (superpac) integrity first macomb (superpac),Organization
427995,warner norcross and judd pac wnj pac warner norcross and judd political action committee,Organization
427998,deldin law pac deldin law pac,Organization
428001,star pac star pac,Organization
429536,colorofchange pac (superpac) colorofchange pac (superpac),Organization
433473,state democracy defenders pac state democracy defenders pac,Organization
433475,michigan peoples campaign independen michigan peoples campaign independent expenditure committee (superpac),Organization
442484,save michigan pac (superpac) save michigan pac (superpac),Organization
456515,blackpac michigan (superpac) blackpac michigan (superpac),Organization
470830,nextgen climate action committee (su nextgen climate action committee (super pac),Organization
509265,run for something michigan run for something michigan,Organization
509266,humane society legislative fund (sup humane society legislative fund (super pac),Organization
510766,everytown for gun safety action fund everytown for gun safety action fund inc pac,Organization
510767,lgbtq victory fund federal pac lgbtq victory fund federal pac,Organization
510771,michigan leadership committee pac (s michigan leadership committee pac (superpac),Organization
512718,national democratic redistricting pa national democratic redistricting pac,Organization
514402,gun rights america (superpac) gun rights america (superpac),Organization
514403,los angeles womens giving collective los angeles womens giving collective pac,Organization
514404,impact fund impact fund,Organization
514406,women vote michigan (superpac) women vote michigan (superpac),Organization
516385,michael lynn haueisen michael lynn haueisen,Organization
521884,michiganders for freedom michiganders for freedom,Organization
521885,american principles project pac (sup american principles project pac (super pac),Organization
521896,michigan agri business association michigan agri business association,Organization
548988,committee to elect jessie scott wood committee to elect jessie scott wood,Organization
550892,mercedes watts mercedes watts,Organization
550893,committee to elect craig wilsher for committee to elect craig wilsher for wsu,Organization
550894,scott barlow for michigan scott barlow for michigan,Organization
550899,team paul taros team paul taros,Organization
550909,erin byrnes for state representative erin byrnes for state representative,Organization
550911,newaygo county democratic comm newaygo county democratic comm,Organization
550917,committee to elect nate bailey committee to elect nate bailey,Organization
550919,nuestro pac - mi (superpac) nuestro pac - mi (superpac),Organization
552851,isabella county democratic party isabella county democratic party,Organization
552852,josh hilgart for judge josh hilgart for judge,Organization
552853,make democracy work make democracy work,Organization
552875,committee to elect kiefer joseph cox committee to elect kiefer joseph cox for judge,Organization
557070,hillsdale county republican party hillsdale county republican party,Organization
560794,friends of lisa babcock friends of lisa babcock,Organization
562766,clare county democratic committee clare county democratic committee,Organization
562783,jackson county democratic executive jackson county democratic executive committee,Organization
562788,defend your vote defend your vote,Organization
566512,committee for robert noble dist 8 committee for robert noble dist 8,Organization
568586,friends of christine gerace friends of christine gerace,Organization
572737,committee to elect george lucas committee to elect george lucas,Organization
574557,parker fairbairn for state represent parker fairbairn for state representative,Organization
578315,friends to elect danielle atkinson friends to elect danielle atkinson,Organization
608375,kelly sackett for state rep kelly sackett for state rep,Organization
608377,protect mi voter id protect mi voter id,Organization
617732,mason county democratic party mason county democratic party,Organization
